the,ðә
drugged,drʌgd
inalienable,"in'eiljәnәbl"
burr,bә:
stupor,"'stju:pә"
shortened,ˈʃɔ:tnd
gullible,"'gʌlibl"
ungrateful,".ʌn'greitful"
deflection,"di'flekʃәn"
nomenclature,"'nәumәnkleitʃә"
apathetic,".æpә'θetik"
unspoiled,"ʌn'spɔild"
issuance,"'iʃjuәns"
overhanging,"əʊvə'hæŋɪŋ"
interplanetary,".intә'plænitәri"
gurgle,gә:gl
chalet,"'ʃælei"
overstep,".әuvә'step"
sulfate,"'sʌlfeit"
incineration,"in.sinә'reiʃәn"
malnourished,"mæl'næriʃt"
pulsate,"'pʌlseit"
disrepair,".disri'pєә"
aristotelian,".æristɒ'ti:ljәn"
dermatology,".dә:mә'tɒlәdʒi"
hairless,"'hєәlis"
cortisol,"'kɔ:tisɔl"
cashew,"'kæʃu:"
ophthalmologist,".ɒfθæl'mɒlәdʒist"
pelican,"'pelikәn"
prodigal,"'prɒdigl"
bailiff,"'beilif"
whit,hwit
kingpin,"'kiŋpin"
umber,"'ʌmbә"
authenticate,"ɒ:'θentikeit"
dissension,"di'senʃәn"
alkaline,"'ælkәlain"
stitching,"'stitʃiŋ"
monotony,"mә'nɒtәni"
keyhole,"'ki:hәul"
reformation,".refә'meiʃәn"
roomful,"'ru:mful"
personage,"'pә:snidʒ"
irresponsibility,"'iri,spɔnsә'bilәti"
archivist,"'ɑ:kivist"
ashen,"'æʃәn"
vita,"'vaitә; 'wi:tɑ:"
triceps,"'traiseps"
letdown,"'letdaun"
mitigating,ˈmɪtɪgeɪtɪŋ
ruckus,"'rʌkәs"
genocidal,".dʒenә'saidәl"
lubricate,"'lu:brikeit"
doubter,"'dautә"
disorganize,"dis'ɒ:gәnaiz"
retelling,ri:ˈtelɪŋ
cremation,"kri'meiʃәn"
carotid,"kә'rɒtid"
disagreeable,".disә'griәbl"
afire,"ә'faiә"
squalor,"'skwɒlә"
arroyo,"ә'rɒiәu"
mitzvah,"mits'vɑ:"
israelite,"'izriәlait"
yon,jɔn
sorrowful,"'sɒrәuful"
clarion,"'klæriәn"
donated,dəuˈneitid
hickory,"'hikәri"
bathhouse,"'bæθhaus"
bereavement,"bi'ri:vmәnt"
domesticity,".dәumes'tisiti"
racquet,"'rækit"
sportscaster,"'spɒ:tskɑ:stә"
pinball,"'pinbɒ:l"
earthbound,"'\\:θbajnd"
convulse,"kәn'vʌls"
esthetic,"es'θetik"
wildness,"'waildnis"
clobber,"'klɒbә"
paternalistic,"pә.tә:nә'listik"
starling,"'stɑ:liŋ"
cornea,"'kɒ:niә"
unbeknownst,"'ʌnbi'nәunst"
wormhole,"'wә:mhәul"
auspicious,"ɒ:'spiʃәs"
unambiguously,"ˌʌnæm'bɪɡjʊəslɪ"
underpainting,"'ʌndә,peintiŋ"
unstructured,".ʌn'strʌktʃәd"
stratospheric,".strætәu'sferik"
slowness,"'slәunis"
adhesion,"әd'hi:ʒәn"
sos,"esәj'es"
southerner,"'sʌðәnә"
formaldehyde,"fɒ:'mældihaid"
crossed,krɒst
contraband,"'kɒntrәbænd"
slob,slɒb
truss,trʌs
bisect,"bai'sekt"
wordless,"'wә:dlis"
fictive,"'fiktiv"
psych,saik
preteen,"'pri:'ti:n"
angina,"æn'dʒainә"
unknowable,".ʌn'nәuәbl"
hazel,"'heizl"
volition,"vәu'liʃәn"
nebulous,"'nebjulәs"
peter,"'pi:tә"
wintertime,"'wintәtaim"
modulation,".mɒdju'leiʃәn"
misstate,".mis'steit"
kinky,"'kiŋki"
egret,"'i:gret"
deadbeat,"'ded'bi:t"
demure,"di'mjuә"
constructed,kənˈstrʌktid
stoned,stәund
perturbation,",pә:tә:'beiʃәn"
neuroscientist,"'njʊərəʊsaɪəntɪst"
wastebasket,"'weist.bæskit"
complicating,ˈkɔmplɪˌkeɪtɪŋ
gulag,"^u:'lɑ:^"
diffraction,"di'frækʃәn"
waistline,"'weistlain"
hydration,"hai'dreiʃәn"
unsigned,"ʌn'saind"
filled,fild
almanac,"'ɒ:lmәnæk"
thrower,"'θrәuә"
hater,"'heitә(r)"
arraignment,"ә'reinmәnt"
placenta,"plә'sentә"
pomp,pɒmp
displease,"dis'pli:z"
reintroduction,".ri:intrә-'dʌkʃәn"
diabolical,"daiә'bɒlikl"
vicarious,"vai'kєәriәs"
frieze,fri:z
fluoride,"'flu(:)әraid"
misnomer,"mis'nәumә"
unencumbered,"'ʌnin'kʌmbәd"
jovial,"'dʒәuviәl"
deserter,"'dezәtә"
possessive,"pә'zesiv"
unlit,"'ʌn'lit"
jeer,dʒiә
dispensation,".dispen'seiʃәn"
inshore,"'in'ʃɒ:"
progenitor,"prәu'dʒenitә"
surging,"'sә:dʒiŋ"
lectern,"'lektә:n"
throaty,"'θrәuti"
cathartic,"kә'θɑ:tik"
beget,"bi'get"
silliness,"'silinis"
shenanigans,ʃɪˈnænɪgənz
archeologist,",ɑ:ki'ɔlәdʒist"
subtype,"'sʌbtaip"
consort,"'kɒnsɒ:t"
enchilada,",entʃi'lɑ:dә"
salutary,"'sæljutәri"
bioterrorism,"ˌbaɪəʊ'terəˌrɪzəm"
hobo,"'hәubәu"
heuristic,"hju'ristik"
coldness,"'kәuldnis"
pol,pɔl
posturing,ˈpɒstʃərɪŋ
thoughtless,"'θɒ:tlis"
unaided,".ʌn'eidid"
petticoat,"'petikәut"
garter,"'gɑ:tә"
abbreviation,"ә.bri:vi'eiʃәn"
pleading,"'pli:diŋ"
sweeper,"'swi:pә"
confined,"kәn'faind"
stead,sted
profitably,"'prɒfitәbli"
dossier,"'dɒsiei"
crucially,ˈkru:ʃɪəlɪ
executor,"ig'zekjutә"
bulgarian,"bʌl'ɡεәriәn"
ombudsman,"'ɒmbudzmæn"
brevity,"'breviti"
totter,"'tɒtә"
castigate,"'kæstigeit"
eminence,"'eminәns"
buzzard,"'bʌzәd"
switchboard,"'switʃbɒ:d"
battering,"'bætәriŋ"
incredulously,"ɪn'kredjələslɪ"
upstage,"'ʌp'steidʒ"
radioactivity,".reidiәuæk'tiviti"
magnificently,"mæɡ'nɪfɪsntlɪ"
bronchitis,"brɒŋ'kaitis"
dolly,"'dɒli"
elector,"i'lektә"
approachable,"ә'prәutʃәbl"
escapade,".eskә'peid"
distinguishable,"dis'tiŋ^wiʃәbl"
grievous,"'gri:vәs"
indestructible,".indi'strʌktәbl"
drudgery,"'drʌdʒәri"
deferential,".defә'renʃәl"
sycamore,"'sikәmɒ:"
badminton,"'bædmintәn"
sodden,"'sɒdn"
thatch,θætʃ
superman,"'sju:pәmæn"
monstrosity,"mɒns'trɒsiti"
unsightly,"ʌn'saitli"
godsend,"'^ɔdsend"
upsurge,"'ʌpsә:dʒ"
desertion,"di'zә:ʃәn"
foreword,"'fɒ:wә:d"
citadel,"'sitәdәl"
omnibus,"'ɒmnibәs"
postman,"'pәustmәn"
whitewash,"'hwaitwɒʃ"
semi,"'semi"
mauve,mәuv
presage,"'presidʒ"
grubby,"'grʌbi"
nonsensical,"nɒn'sensikl"
irradiation,"i.reidi'eiʃәn"
disown,"dis'әun"
secretariat,".sekrә'tєәriәt"
dieter,"'daiәtә"
policyholder,"'pɒlәsi.hәuldә"
pollock,"'pɔlәk"
causeway,"'kɒ:zwei"
permutation,".pә:mju'teiʃәn"
cursor,"'kә:sә"
rewind,"ri:'waind"
perilously,ˈperɪləslɪ
wonderland,"'wʌndәlænd"
platitude,"'plætitju:d"
partridge,"'pɑ:tridʒ"
sociable,"'sәuʃәbl"
fastidious,"fæs'tidiәs"
android,"'ændrɒid"
directness,"di'rektnis"
heartening,"'hɑ:tәniŋ"
seashore,"'siʃɒ:"
aggravation,"ægrә'veiʃәn"
unobtrusive,".ʌnәb'tru:siv"
stoppage,"'stɔpidʒ"
subsection,"'sʌb.sekʃәn"
searching,"'sә:tʃiŋ"
enmesh,"in'meʃ"
neurosis,"nju'rәusis"
stein,stain
demur,"di'mә:"
ingestion,"in'dʒestʃәn"
insolvent,"in'sɒlvәnt"
miniskirt,"'miniskә:t"
mime,maim
occupier,"'ɔkjjpaiә(r)"
prudential,"pru:'denʃәl"
dynamo,"'dainәmәu"
rascal,"'ræskl"
manifestly,"'mænifestli"
disenchantment,"ˌdɪsɪn'tʃɑ:ntmənt"
appreciable,"ә'pri:ʃiәbl"
subconsciously,"ˌsʌb'kɒnʃəslɪ"
onus,"'әunәs"
tiller,"'tilә"
mooring,"'muәriŋ"
mucosa,"mju:'kәusә"
superstore,"'sju:pә,stɔ:"
morphological,",mɔ:fә'lɔdʒikәl"
unabated,".ʌnә'beitid"
traveller,"'trævlә"
gran,"'^ræn"
rectal,"'rektl"
averse,"ә'vә:s"
radiotherapy,".reidiәu'θerәpi"
irrepressible,".iri'presәbl"
derivation,".deri'veiʃәn"
fitted,"'fitid"
oxford,"'ɒksfәd"
pluralist,"'pluәrәlist"
tadpole,"'tædpәul"
unconnected,"'ʌnkә'nektid"
constituted,ˈkɔnstitju:tid
footpath,"'futpæθ"
papacy,"'peipәsi"
frigate,"'frigit"
outwit,".aut'wit"
equivocal,"i'kwivәkl"
glen,glen
indigestion,".indi'dʒestʃәn"
serviceable,"'sә:visәbl"
vehement,"'vi:imәnt"
milking,"'milkiŋ"
vermin,"'vә:min"
yawning,"'jɔ:niŋ"
excrete,"ek'skri:t"
undivided,".ʌndi'vaidid"
conditioned,"kәn'diʃәnd"
botany,"'bɒtәni"
cask,kæsk. kɑ:sk
outbuilding,"'aut.bildiŋ"
unsecured,"'ʌnsi'kjuәd"
piper,"'paipә"
harshness,"'hɑ:ʃnis"
obviate,"'ɒbvieit"
ironing,"'aiәniŋ"
unforgivable,"'ʌnfә'^ivәbl"
bramble,"'bræmbl"
cavalier,".kævә'liә"
peasantry,"'pezntri"
singly,"'siŋgli"
dismember,"dis'membә"
hundredth,"'hʌndrәdθ"
myocardial,",maiәu'kɑ:diәl"
marbled,"'mɑ:bld"
uncritical,".ʌn'kritikl"
reassuringly,"ˌri:ə'ʃʊərɪŋlɪ"
slander,"'slændә"
originator,"ә'ridʒәneitә(r)"
resplendent,"ri'splendәnt"
guesswork,"'geswә:k"
clustering,"'klʌstәriŋ"
requiem,"'ri:kwiәm"
playroom,"'pleiru:m"
sonata,"sә'nɑ:tә"
emulsion,"i'mʌʃәn"
obstructive,"әb'strʌktiv"
unsophisticated,".ʌnsә'fistikeitid"
evangelism,"i'vændʒәlizm"
postponement,"pәust'pәunmәnt"
deafness,"'defnis"
fiduciary,"fi'dju:ʃjәri"
presupposition,".pri:sʌpә'ziʃәn"
disloyal,"dis'lɒiәl"
filly,"'fili"
methyl,"'meθil"
transgenic,ˌtrænzˈdʒenɪk
consecrate,"'kɒnsikreit"
undefined,".ʌndi'faind"
materialist,"mә'tiәriәlist"
unrepentant,"'ʌnri'pentәnt"
solemnity,"sә'lemniti"
ferret,"'ferit"
frightful,"'fraitful"
cordon,"'kɒ:dәn"
misinterpretation,"'misin,tә:pri'teiʃәn"
lethargic,"le'θɑ:dʒik"
granule,"'grænju:l"
unbeatable,".ʌn'bi:tәbl"
protestor,"prәj'testә(r)"
transporter,"træns'pɒ:tә"
discordant,"dis'kɒ:dәnt"
renunciation,"ri.nʌnsi'eiʃәn"
trundle,"'trʌndl"
disallow,".disә'lau"
rosette,"rәu'zet"
unsympathetic,"'ʌn.simpә'θetik"
homer,"'hәumә"
cleft,kleft
saleswoman,"'seilzwumәn"
tortuous,"'tɒ:tʃuәs"
sikh,si:k
firstly,"'fә:stli"
foolhardy,"'fu:lhɑ:di"
hogan,"'hәuɡәn"
gable,"'geibl"
waterlogged,"'wɒtәlɒgd"
confessor,"kәn'fesә(r)"
paisley,"'peizli"
cyclic,"'saiklik"
hung,hʌŋ
compiler,"kәm'pailә"
trite,trait
perverted,"pә:'vә:tid"
meekly,"'mi:kli"
brotherly,"'brʌðәli"
cogent,"'kәudʒәnt"
bolshevik,"'bɒlʃivik"
cuddly,"'kʌdli"
wrangle,"'ræŋgl"
selectivity,".silek'tiviti"
uninitiated,ˌʌnɪˈnɪʃieɪtɪd
sized,"'saizd"
damning,"'dæmiŋ"
excrement,"'ekskrimәnt"
absorbed,"әb'sɒ:bd"
guarantor,"'gærәntә"
fag,fæg
facing,"'feisiŋ"
swathe,sweiθ
transgress,"træns'gres"
perversely,"pə'vɜ:slɪ"
individualist,".indi'vidʒuәlist"
foaming,"'fәumiŋ"
unguarded,".ʌn'gɑ:did"
alarmist,"ә'lɑ:mist"
rector,"'rektә"
stopwatch,"'stɒpwɒtʃ"
empress,"'empris"
resection,"ri'sekʃәn"
slurry,"'slә:ri. 'slʌ-"
binocular,"bi'nɒkjulә"
patchy,"'pætʃi"
organist,"'ɒ:gәnist"
searchlight,"'sә:tʃlait"
bookmark,"'bukmɑ:k"
acrimonious,"ækri'mәunjәs"
dispassionate,"dis'pæʃәnit"
indecisive,".indi'saisiv"
guillotine,"'gilәti:n"
appreciably,"ә'pri:ʃiәbli"
transverse,"træns'vә:s"
sheeting,"'ʃi:tiŋ"
sundry,"'sʌndri"
disturbingly,"dis'tә:biŋli"
mutilate,"'mju:tileit"
terminus,"'tә:minәs"
roe,rәu
senile,"'si:nail"
finery,"'fainәri"
earthworm,"'ә:θwә:m"
cossack,"'kɔsæk"
reflux,"'ri:flʌks"
secretarial,".sekrә'tєәriәl"
admissible,"әd'misәbl"
uncaring,".ʌn'kεәriŋ"
floodlight,"'flʌdlait"
politburo,"pә'litbjuәrәu"
seaport,"'si:pɒ:t"
spartan,"'spɑ:tәn"
panache,"pә'næʃ"
greyhound,"'greihaund"
germanic,"dʒә:'mænik"
placing,"'pleisiŋ"
flotilla,"flәu'tilә"
curate,"'kjurit"
toiletry,"'tɔilitri"
mystified,ˈmɪstəˌfaɪd
pillage,"'pilidʒ"
intimation,".inti'meiʃәn"
dell,del
paddock,"'pædәk"
parliamentarian,"'pɑ:lәmen'teәriәn"
lethargy,"'leθәdʒi"
mamma,"'mɑ:mә"
ruinous,"'ruinәs"
revolting,"ri'vәultiŋ"
flog,flɒg
portico,"'pɒ:tikәu"
tedium,"'ti:diәm"
bookshop,"'bukʃɒp"
demography,"di:'mɒgrәfi"
protestation,".prәute'steiʃәn"
dinghy,"'diŋ^i,'diŋi"
weighting,"'weitiŋ"
fiftieth,"'fiftiiθ"
allele,"ә'li:l"
proletariat,".prәuli'tєәriәt"
joker,"'dʒәukә"
headland,"'hedlәnd"
contained,"kәn'teind"
lakeside,"'leiksaid"
yielding,"'ji:ldiŋ"
donna,"'dɔnә"
friar,"'fraiә"
irrelevance,"i'relivәns"
viennese,"viә'ni:z"
proletarian,".prәuli'tєәriәn"
urbane,"ә:'bein"
straightaway,"'streitә.wei"
cannabis,"'kænәbis"
teem,ti:m
uppermost,"'ʌpәmәust"
badger,"'bædʒә"
delightfully,"dɪ'laɪtfəlɪ"
undertaker,"'ʌndәteikә(r)"
insubstantial,".insәb'stænʃәl"
perpetuity,".pә:pi'tju:iti"
caster,"'kæstә. 'kɑ:stә"
torrential,"tɒ'renʃәl"
mirth,mә:θ
sought,sɒ:t
regimental,".redʒi'mentl"
unsatisfied,"'ʌn'sætisfaid"
demonstrably,"'demәnstrәbli"
glazing,"'gleiziŋ"
randy,"'rændi"
commendation,".kɒmen'deiʃәn"
incalculable,"in'kælkjulәbl"
softening,"'sɔfniŋ"
wren,ren
lager,"'lɑ:gә"
anchorage,"'æŋkәridʒ"
fairground,"'fєәgraund"
headman,"'hedmәn"
astrology,"ә'strɒlәdʒi"
pleat,pli:t
splendidly,"'splendɪdlɪ"
raffle,"'ræfl"
saxon,sæksn
wader,"'weidә"
frost,frɒst
figurehead,"'figәhed"
taxonomic,"tæksә'nɔmik"
folio,"'fәuliәu"
sledge,sledʒ
vociferous,"vәu'sifәrәs"
plausibly,ˌplɔ:zəblɪ
slacken,"'slækәn"
waken,"'weikn"
unreasonably,".ʌn'ri:znәbli"
unaccompanied,".ʌnә'kʌmpәnid"
unconsciousness,".ʌn'kɒnʃәsnis"
abbot,"'æbәt"
shoemaker,"'ʃu:.meikә"
thrifty,"'θrifti"
forte,fɔ:t
potty,"'pɒti"
lathe,leið
temperance,"'tempәrәns"
superstructure,"'sju:pәstrʌktʃә"
passable,"'pæsәbl"
ably,"'eibli"
objector,"әb'dʒektә"
transferable,"træns'fә:rәbl"
frighteningly,"'fraɪtnɪŋlɪ"
continuance,"kәn'tinjuәns"
tripartite,".trai'pɑ:tait"
manifold,"'mænifәuld"
redolent,"'redәulәnt"
scornful,"'skɒ:nful"
preoccupy,"pri:'ɒkjupai"
supposing,"sә'pәjziŋ"
foregone,"fɒ:'gʌn"
wickedness,"'wikidnis"
shipbuilding,"'ʃipbildiŋ"
vicar,"'vikә"
mayo,"'meiәu"
scrabble,"'skræbl"
slough,slau
interventionist,".intә'venʃәnist"
unsound,".ʌn'saund"
wile,wail
miller,"'milә"
morose,"mә'rәus"
anemone,"ә'nemәni"
etcetera,"it'setәrә"
despised,disˈpaizd
pullover,"'pul.әuvә"
synapse,"si'næps"
disentangle,".disin'tængl"
indignantly,"in'dignәntli"
append,"ә'pend"
spellbound,"'spelbaund"
napoleonic,"nәpәuli'ɔnik"
suited,"'sju:tid"
nobleman,"'nәublmәn"
remoteness,"ri'mәutnis"
uninteresting,".ʌn'intәristiŋ"
uninhibited,"'ʌnin'hibitid"
confiscation,"kɒnfis'keiʃәn"
molar,"'mәulә"
mandible,"'mændibl"
harrow,"'hærәu"
impartiality,"'im.pɑ:ʃi'æliti"
landless,"'lændlis"
sending,"'sendiŋ"
changeable,"'tʃeindʒәbl"
desist,"di'zist"
parkland,"'pɑ:k.lænd"
pauper,"'pɒ:pә"
assiduously,"ə'sidʒuəsli"
subservient,"sәb'sә:viәnt"
defence,"di'fens"
magnificence,"mæg'nifisns"
diminution,".dimi'nju:ʃәn"
amicable,"'æmikәbl"
commonsense,",kɔmәn'sens"
geophysical,".dʒi:әu'fizikl"
emulation,".emju'leiʃәn"
ultrasonic,".ʌltrә'sɒnik"
diametrically,",daiә'metrikәli"
unsupported,"'ʌnsә'pɔ:tid"
quantifiable,"'kwɒntifaiәbl"
debating,"di'beitiŋ"
dictation,"dik'teiʃәn"
alias,"'eiliæs"
unsold,".ʌn'sәuld"
botanic,"bә'tænik"
signpost,"'sainpәust"
incisive,"in'saisiv"
indefensible,".indi'fensәbl"
plumage,"'plu:midʒ"
infarction,"in'fɑ:kʃәn"
mercurial,"mә:'kjuәriәl"
unattached,".ʌnә'tætʃt"
sorting,"'sɔ:tiŋ"
cuckoo,"'kuku:"
numeric,"nju:'merik"
roundabout,"'raundә.baut"
embarrassingly,"im'bærәsiŋli"
typhoon,"tai'fu:n"
emu,"'i:mju:"
dropped,drɔpt
obstinate,"'ɒbstinit"
stupendous,"stju:'pendәs"
deletion,"di'li:ʃәn"
pylon,"'pailɒn"
jubilee,"'dʒubili:"
arable,"'ærәbl"
outermost,"'autәmәust"
muslin,"'mʌzlin"
expo,"'ekspәu"
kinsman,"'kinzmәn"
perturb,"pә'tә:b"
oxidize,"'ɒksidaiz"
indexing,"'indeksiŋ"
pretender,"pri'tendә"
kiwi,"'ki:wi:"
serf,sә:f
dissociate,"di'sәuʃieit"
bugle,bju:gl
feller,"'felә"
conveyance,"kәn'veiәns"
pensioner,"'penʃәnә(r)"
hibernate,"'haibәneit"
gaelic,"'geilik"
sacrosanct,"'sækrәusæŋkt"
phoenix,"'fi:niks"
motherboard,"'mʌðәbɒ:d"
infirmary,"in'fә:mәri"
parapet,"'pærәpit"
subtraction,"sәb'trækʃәn"
rectory,"'rektәri"
unworkable,".ʌn'wә:kәbl"
ribbed,ribd
bugger,"'bʌ^ә"
hybridization,".haibridai'zeiʃәn"
offence,"ә'fens"
rue,ru:
princely,"'prinsli"
petrol,"'petrәl"
chivalry,"'ʃivәlri"
cistern,"'sistәn"
couplet,"'kʌplit"
indebtedness,"in'detidnis"
determinedly,"dɪ'tɜ:mɪndlɪ"
interpretative,"in'tә:priteitiv"
apportion,"ә'pɒ:ʃәn"
spinster,"'spinstә"
fireside,"'faiәsaid"
trinity,"'triniti"
eventuality,"i.ventʃu'æliti"
ness,nes
oft,ɒ:ft
pic,pik
churchyard,"'tʃә:tʃjɑ:d"
immeasurably,"i'meʒәrәbli"
ayatollah,",aɪə'tɒlə"
midfielder,"'mid.fi:ldә"
professed,"prә'fest"
mutton,"'mʌtn"
consignment,"kәn'sainmәnt"
vagueness,"'veignis"
snobbery,"'snɒbәri"
carat,"'kærәt"
brook,bruk
insoluble,"in'sɒljubl"
afghan,"'æfgæn"
conciliation,"kәn.sili'eiʃәn"
ottoman,"'ɔtәmәn"
argumentative,".ɑ:gju'mentәtiv"
rune,ru:n
august,"ɒ:'gʌst. 'ɒ:gәst"
cubism,"'kju:bizm"
odious,"'әudiәs"
infirm,"in'fә:m"
redecorate,"'ri:'dekәreit"
radiological,"'reidiou'lɒdʒikl"
fanny,"'fæni"
lexical,"'leksikl"
acrimony,"'ækrimәni"
clime,klaim
crag,kræg
fetching,"'fetʃiŋ"
tempest,"'tempist"
favourite,"'feivәrit"
hernia,"'hә:niә"
lipid,"'lipid, 'laipid"
opportune,".ɒpә'tju:n"
basilica,"bә'zilikә"
duchess,"'dʌtʃis"
greenbelt,"'gri:nbelt"
livery,"'livәri"
motorbike,"'mәjtәbaik"
aromatherapy,"ərəʊmə'θerəpɪ"
mulberry,"'mʌlbәri"
promontory,"'prɒmәntәri"
quay,ki:
figment,"'figmәnt"
inquisition,".inkwi'ziʃәn"
soundness,"'saundnis"
colorectal,",kәjlә'rektәl"
emotive,"i'mәutiv"
segmentation,".segmәn'teiʃәn"
cutlery,"'kʌtlәri"
unacknowledged,".ʌnәk'nɒlidʒd"
incredulity,".inkri'dju:liti"
refreshingly,"rɪ'freʃɪŋlɪ"
thesaurus,"θi'sɒ:rәs"
pied,paid
decided,"di'saidid"
servicing,"'sә:visiŋ"
puritan,"'pjuәritn"
dully,"'dʌli"
phoneme,"'fәuni:m"
pittance,"'pitns"
daft,dɑ:ft. dæft
cert,sә:t
neolithic,".ni:әu'liθik"
beaker,"'bi:kә"
joiner,"'dʒɔinә"
omelette,"'ɒmlit"
imperfectly,"im'pә:fiktli"
intransigence,"in'trænsidʒәns"
microcomputer,".maikrәu'kɒmpjutә"
lymphocyte,"'limfәsait"
untoward,"ʌn'tәuәd"
benedictine,",beni'diktain"
redevelop,",ri:di'velәp"
basalt,"'bæsɒ:lt"
unhelpful,"'ʌn'helpful"
racehorse,"'reishɒ:s"
kingship,"'kiŋʃip"
yang,"jɑ:ŋ,jæŋ"
waistcoat,"'weistkәut"
gentlemanly,"'dʒentlmәnli"
hedgehog,"'hedʒhɒg"
principality,",prinsi'pæliti"
dada,"'dɑ:dɑ:"
athenian,"ә'θi:njәn"
tradesman,"'treidzmәn"
fortnight,"'fɒ:tnait"
equanimity,".i:kwә'nimiti"
chauvinism,"'ʃәuvinizm"
tiredness,"'taiәdnis"
marshy,"'mɑ:ʃi"
helix,"'hi:liks"
annotate,"'ænәuteit"
marquis,"'mɑ:kwis"
bologna,"bә'lәunjә"
keynesian,"'keinziәn"
parallelism,"'pærәlelizm"
potentiality,"pәu.tenʃi'æliti"
geometrical,".dʒiәu'metrikl"
laid,leid
thoroughness,"'θʌrәnis. 'θә:rәu-"
squire,skwaiә
flotation,"flәu'teiʃәn"
florid,"'flɒrid"
identifier,"ai'dentifaiә"
prompting,"'prɒmptiŋ"
cunt,kʌnt
chink,tʃiŋk
sulphur,"'sʌlfә"
embalm,"im'bɑ:m"
blackbird,"'blækbә:d"
gaily,"'geili"
coloured,"'kʌlәd"
hedgerow,"'hedʒrәu"
drier,"'draiә"
goalkeeper,"'gәulki:pә"
husbandry,"'hʌzbәndri"
tussle,"'tʌsl"
proviso,"prә'vaizәu"
typist,"'taipist"
ado,"ә'du:"
dutchman,"'dʌtʃmәn"
regenerative,"ri'dʒenәreitiv"
abortive,"ә'bɒ:tiv"
flue,flu:
hawthorn,"'hɒ:θɒ:n"
dynastic,"dai'næstik"
cheeky,"'tʃi:ki"
hermitage,"'hә:mitidʒ"
yew,ju:
dissociation,"di.sәusi'eiʃәn"
curtly,"'kә:tli"
unpalatable,".ʌn'pælәtәbl"
rectum,"'rektәm"
hooligan,"'hu:ligәn"
deform,"di'fɒ:m"
marmalade,"'mɑ:mleid"
distillery,"dis'tilәri"
shrift,ʃrift
unassailable,".ʌnә'seilәbl"
practicable,"'præktikәbl"
cirrhosis,"si'rәusis"
disaffection,".disә'fekʃәn"
licensee,".laisn'si:"
rapidity,"rә'piditi"
octagonal,"ɒk'tægәnәl"
foal,fәul
modal,"'mәudl"
curative,"'kjurәtiv"
copying,"'kɔpiiŋ"
associative,"ә'sәuʃjәtiv"
bray,brei
endogenous,"en'dɔdʒәnәs"
reputedly,"ri'pju:tidli"
graded,"'ɡreidid"
loo,lu:
tartan,"'tɑ:tn"
shilling,"'ʃiliŋ"
thrusting,"'θrʌstiŋ"
induced,"in'dju:st"
devolution,".devә'lu:ʃәn"
goldsmith,"'gәuldsmiθ"
actuary,"'æktjuәri"
narrowing,"'nærәuiŋ"
gnome,nәum
breakage,"'breikidʒ"
waveform,"'weivfɔ:m"
porpoise,"'pɒ:pәs"
blameless,"'bleimlis"
convex,"'kɒnveks"
deface,"di'feis"
scruple,"'skru:pl"
nightingale,"'naitingeil"
pantomime,"'pæntәmaim"
waterman,"'wɔ:tәmәn"
arty,"'ɑ:ti"
avoidable,"ә'vɒidәbl"
penultimate,"pi'nʌltimit"
disgorge,"dis'gɒ:dʒ"
undistinguished,".ʌndis'tiŋgwiʃt"
motherland,"'mʌðәlænd"
industrialize,"in'dʌstriәlaiz"
disorient,"dis'ɒ:rient"
corinthian,"kә'rinθiәn"
preset,"pri:'set"
onwards,"'ɔnwә:dz"
unconvincing,"ʌnkәn'vinsiŋ"
governess,"'gʌvәnis"
christening,"'krisәniŋ"
remand,"ri'mɑ:nd"
headed,"'hedid"
bay,bei
siting,"'saitiŋ"
lordship,"'lɒ:dʃip"
fete,feit
schoolmaster,"'sku:lmɑ:stә"
inimical,"i'nimikәl"
massed,mæst
watertight,"'wɒtәtait"
thrashing,"'θræʃiŋ"
upturn,"ʌp'tә:n"
eigenvalue,"'aigәnvælju:"
addicted,"ә'diktid"
hoarsely,hɔ:slɪ
autonomic,".ɒ:tәu'nɒmik"
headhunter,"'hedhʌntә"
eventful,"i'ventful"
vainly,"'veinli"
practise,"'præktis"
disloyalty,"dis'lɒiәlti"
idleness,"'aidlnis"
eta,"'i:tә"
rose,rәuz
untidy,".ʌn'taidi"
considered,"kәn'sidәd"
directorate,"di'rektәrit"
dyke,daik
scythe,saið
prefix,"'pri:fiks"
rottweiler,"'rɔtwailә"
hooray,"hu'rei"
regretfully,rɪˈgretfəli
welter,"'weltә"
centenary,"sen'ti:nәri"
truancy,"'tru:әnsi"
mantelpiece,"'mænt(ә)lpi:s"
linking,"'liŋkiŋ"
retrospectively,"ˌretrə'spektɪvlɪ"
irresistibly,"ˌɪrɪ'zɪstəblɪ"
sigma,"'si^mә"
unwary,".ʌn'wєәri"
changeover,"'tʃeindʒәuvә"
disposed,"di'spәjzd"
hearer,"'hiәrә"
phenotype,"'fi:nәtaip"
beck,bek
ventilate,"'ventileit"
heifer,"'hefә"
daunt,dɒ:nt
oboe,"'әubәu"
counsellor,"'kaunsәlә"
inquest,"'inkwest"
max,mæks
genomic,"dʒi:'ŋəʊmɪk"
bloke,blәuk
drafter,"'dræftә"
reappearance,".ri:ә'piәrәns"
speciality,".speʃi'æliti"
frankness,"'fræŋknis"
laird,lєәd
lamentation,".læmәn'teiʃәn"
forgetful,"fә'getful"
cloister,"'klɒistә"
arguable,"'ɑ:gjuәbl"
